100 10 1
10
	0	72	1	10	2	60	3	23	4	30	5	72	6	35	7	68	8	28	9	74	
	0	54	1	45	2	93	3	50	4	8	5	28	6	85	7	71	8	14	9	71	
	0	28	1	71	2	27	3	75	4	48	5	7	6	92	7	98	8	57	9	15	
	0	17	1	56	2	93	3	50	4	76	5	18	6	33	7	7	8	82	9	42	
	0	25	1	74	2	44	3	87	4	52	5	32	6	59	7	48	8	89	9	9	
	0	48	1	91	2	70	3	8	4	44	5	48	6	42	7	94	8	87	9	77	
	0	98	1	5	2	92	3	60	4	12	5	40	6	89	7	43	8	40	9	56	
	0	77	1	77	2	60	3	89	4	97	5	67	6	24	7	27	8	15	9	68	
	0	47	1	64	2	62	3	10	4	94	5	70	6	54	7	39	8	47	9	47	
	0	27	1	31	2	22	3	85	4	22	5	77	6	43	7	57	8	88	9	6	
	0	15	1	59	2	8	3	51	4	81	5	15	6	76	7	97	8	13	9	92	
	0	12	1	30	2	49	3	19	4	11	5	16	6	12	7	32	8	10	9	63	
	0	9	1	68	2	95	3	38	4	40	5	26	6	95	7	22	8	12	9	7	
	0	44	1	49	2	93	3	57	4	99	5	98	6	24	7	13	8	94	9	54	
	0	18	1	21	2	50	3	11	4	78	5	9	6	39	7	2	8	96	9	23	
	0	97	1	50	2	47	3	86	4	47	5	1	6	89	7	72	8	71	9	72	
	0	14	1	27	2	30	3	18	4	59	5	78	6	78	7	14	8	46	9	69	
	0	38	1	25	2	28	3	30	4	28	5	67	6	78	7	64	8	59	9	27	
	0	37	1	78	2	41	3	78	4	37	5	42	6	12	7	85	8	56	9	100	
	0	65	1	43	2	41	3	37	4	69	5	76	6	68	7	65	8	52	9	57	
	0	33	1	5	2	32	3	38	4	70	5	83	6	100	7	98	8	73	9	83	
	0	66	1	67	2	39	3	34	4	19	5	65	6	71	7	74	8	21	9	69	
	0	35	1	82	2	19	3	22	4	9	5	70	6	65	7	56	8	49	9	38	
	0	7	1	21	2	47	3	55	4	37	5	21	6	29	7	94	8	57	9	27	
	0	96	1	74	2	57	3	51	4	68	5	86	6	95	7	35	8	53	9	68	
	0	23	1	41	2	44	3	5	4	60	5	2	6	27	7	56	8	71	9	61	
	0	18	1	7	2	65	3	47	4	15	5	36	6	80	7	95	8	69	9	50	
