100 10 1
10
	0	42	1	11	2	83	3	87	4	37	5	77	6	78	7	25	8	35	9	82	
	0	52	1	50	2	52	3	14	4	70	5	24	6	48	7	71	8	33	9	31	
	0	26	1	76	2	10	3	12	4	71	5	4	6	15	7	91	8	79	9	28	
	0	43	1	65	2	8	3	27	4	91	5	35	6	64	7	47	8	57	9	2	
	0	64	1	58	2	54	3	64	4	27	5	57	6	65	7	13	8	31	9	86	
	0	43	1	31	2	33	3	77	4	34	5	48	6	56	7	83	8	30	9	41	
	0	96	1	2	2	62	3	41	4	54	5	57	6	88	7	52	8	91	9	16	
	0	80	1	46	2	35	3	94	4	79	5	24	6	87	7	87	8	73	9	36	
	0	54	1	13	2	96	3	38	4	53	5	6	6	40	7	24	8	66	9	63	
	0	25	1	4	2	40	3	33	4	72	5	41	6	22	7	25	8	83	9	2	
	0	33	1	16	2	55	3	47	4	4	5	28	6	47	7	86	8	83	9	29	
	0	46	1	7	2	68	3	3	4	69	5	85	6	55	7	37	8	77	9	40	
	0	79	1	17	2	41	3	79	4	22	5	2	6	1	7	66	8	26	9	39	
	0	59	1	14	2	35	3	34	4	25	5	42	6	23	7	21	8	64	9	42	
	0	16	1	78	2	96	3	36	4	29	5	78	6	58	7	90	8	34	9	43	
	0	63	1	35	2	69	3	3	4	26	5	30	6	39	7	69	8	89	9	48	
	0	20	1	40	2	88	3	99	4	69	5	2	6	20	7	7	8	84	9	70	
	0	8	1	77	2	50	3	15	4	75	5	56	6	17	7	93	8	26	9	15	
	0	19	1	67	2	43	3	78	4	31	5	42	6	82	7	5	8	63	9	73	
	0	24	1	35	2	16	3	2	4	91	5	9	6	35	7	13	8	91	9	97	
	0	28	1	45	2	79	3	42	4	49	5	23	6	23	7	66	8	16	9	80	
	0	53	1	20	2	70	3	99	4	17	5	61	6	41	7	59	8	76	9	45	
	0	29	1	54	2	10	3	31	4	72	5	18	6	4	7	96	8	16	9	47	
	0	57	1	46	2	82	3	48	4	8	5	70	6	48	7	39	8	23	9	64	
	0	74	1	30	2	63	3	39	4	18	5	43	6	49	7	52	8	4	9	20	
	0	61	1	33	2	18	3	73	4	78	5	67	6	93	7	84	8	50	9	17	
	0	64	1	71	2	24	3	52	4	5	5	9	6	79	7	55	8	31	9	70	
	0	25	1	16	2	44	3	37	4	13	5	66	6	100	7	20	8	11	9	74	
	0	38	1	63	2	83	3	85	4	50	5	46	6	90	7	76	8	60	9	1	
	0	65	1	35	2	93	3	50	4	14	5	84	6	79	7	57	8	5	9	23	
	0	72	1	41	2	15	3	43	4	100	5	24	6	43	7	92	8	88	9	85	
	0	11	1	45	2	37	3	38	4	10	5	82	6	8	7	44	8	16	9	98	
	0	96	1	91	2	25	3	70	4	81	5	35	6	40	7	10	8	44	9	81	
	0	73	1	70	2	29	3	60	4	98	5	57	6	28	7	39	8	52	9	50	
	0	97	1	95	2	92	3	11	4	67	5	47	6	72	7	95	8	41	9	4	
	0	29	1	97	2	81	3	36	4	92	5	95	6	81	7	55	8	18	9	57	
	0	66	1	80	2	91	3	82	4	15	5	14	6	99	7	54	8	3	9	98	
	0	84	1	38	2	73	3	82	4	40	5	21	6	58	7	8	8	100	9	96	
	0	29	1	41	2	97	3	52	4	55	5	66	6	75	7	25	8	28	9	89	
	0	16	1	94	2	38	3	13	4	56	5	97	6	61	7	83	8	68	9	21	
	0	29	1	29	2	39	3	30	4	69	5	29	6	85	7	35	8	1	9	15	
	0	99	1	13	2	31	3	80	4	4	5	16	6	50	7	75	8	52	9	64	
	0	19	1	94	2	82	3	86	4	81	5	58	6	15	7	62	8	68	9	76	
	0	78	1	95	2	35	3	64	4	42	5	10	6	24	7	4	8	25	9	76	
	0	72	1	14	2	83	3	75	4	56	5	56	6	30	7	45	8	34	9	85	
	0	94	1	84	2	22	3	65	4	12	5	78	6	78	7	25	8	9	9	61	
	0	44	1	97	2	21	3	16	4	95	5	91	6	77	7	4	8	32	9	56	
	0	98	1	17	2	96	3	19	4	100	5	53	6	59	7	54	8	39	9	35	
	0	68	1	2	2	26	3	74	4	68	5	43	6	74	7	57	8	81	9	28	
	0	5	1	31	2	16	3	33	4	16	5	16	6	3	7	94	8	47	9	90	
	0	45	1	97	2	61	3	94	4	71	5	21	6	16	7	71	8	62	9	33	
	0	43	1	50	2	31	3	52	4	23	5	5	6	82	7	15	8	19	9	77	
	0	30	1	38	2	56	3	39	4	57	5	8	6	17	7	78	8	38	9	17	
	0	44	1	95	2	45	3	6	4	82	5	31	6	75	7	60	8	78	9	50	
	0	94	1	46	2	62	3	93	4	54	5	9	6	81	7	65	8	32	9	2	
	0	93	1	72	2	61	3	75	4	9	5	13	6	19	7	72	8	55	9	39	
	0	91	1	100	2	93	3	20	4	62	5	80	6	85	7	76	8	91	9	3	
	0	39	1	37	2	62	3	77	4	15	5	69	6	35	7	68	8	13	9	91	
	0	5	1	39	2	30	3	92	4	59	5	26	6	84	7	22	8	25	9	6	
	0	49	1	11	2	97	3	99	4	93	5	63	6	48	7	42	8	58	9	100	
	0	87	1	32	2	77	3	28	4	40	5	37	6	60	7	98	8	94	9	100	
	0	30	1	82	2	38	3	67	4	64	5	1	6	58	7	77	8	98	9	8	
	0	28	1	53	2	73	3	94	4	49	5	35	6	52	7	62	8	84	9	5	
	0	1	1	12	2	55	3	86	4	20	5	95	6	97	7	74	8	59	9	68	
	0	13	1	3	2	1	3	22	4	6	5	26	6	57	7	77	8	40	9	99	
	0	22	1	33	2	88	3	74	4	93	5	68	6	48	7	46	8	23	9	84	
	0	78	1	84	2	58	3	76	4	59	5	13	6	43	7	23	8	20	9	45	
	0	50	1	78	2	85	3	36	4	81	5	55	6	47	7	87	8	42	9	54	
	0	32	1	92	2	25	3	13	4	44	5	72	6	43	7	60	8	27	9	57	
	0	53	1	34	2	66	3	32	4	32	5	4	6	52	7	85	8	50	9	23	
	0	51	1	42	2	83	3	34	4	31	5	42	6	43	7	34	8	71	9	95	
	0	11	1	69	2	46	3	8	4	46	5	66	6	17	7	100	8	21	9	59	
	0	40	1	84	2	55	3	75	4	87	5	44	6	77	7	3	8	24	9	66	
	0	22	1	59	2	59	3	80	4	19	5	30	6	70	7	71	8	5	9	46	
	0	2	1	17	2	76	3	14	4	54	5	83	6	13	7	62	8	7	9	81	
	0	64	1	33	2	1	3	100	4	4	5	43	6	34	7	17	8	19	9	95	
	0	53	1	32	2	82	3	88	4	71	5	63	6	98	7	79	8	70	9	78	
	0	22	1	59	2	86	3	25	4	61	5	73	6	88	7	1	8	35	9	24	
	0	17	1	13	2	44	3	14	4	77	5	47	6	81	7	94	8	63	9	62	
	0	80	1	26	2	58	3	15	4	98	5	64	6	45	7	37	8	12	9	36	
	0	55	1	19	2	72	3	37	4	52	5	36	6	46	7	29	8	9	9	18	
	0	87	1	33	2	32	3	80	4	89	5	86	6	33	7	10	8	1	9	93	
	0	17	1	12	2	54	3	72	4	23	5	87	6	39	7	62	8	98	9	67	
	0	49	1	15	2	81	3	34	4	3	5	85	6	39	7	74	8	90	9	7	
	0	84	1	70	2	33	3	83	4	56	5	15	6	42	7	16	8	27	9	22	
	0	96	1	11	2	37	3	63	4	90	5	27	6	73	7	20	8	20	9	67	
	0	33	1	27	2	48	3	2	4	16	5	67	6	87	7	54	8	1	9	90	
	0	91	1	75	2	4	3	81	4	74	5	52	6	20	7	5	8	85	9	65	
	0	60	1	45	2	79	3	100	4	66	5	74	6	44	7	77	8	54	9	34	
	0	22	1	29	2	15	3	45	4	11	5	54	6	61	7	82	8	65	9	77	
	0	99	1	69	2	20	3	33	4	15	5	19	6	46	7	60	8	97	9	43	
	0	37	1	81	2	85	3	41	4	97	5	60	6	42	7	29	8	16	9	12	
	0	36	1	25	2	8	3	79	4	88	5	8	6	89	7	99	8	47	9	11	
	0	60	1	80	2	33	3	30	4	80	5	73	6	13	7	92	8	80	9	37	
	0	75	1	45	2	33	3	23	4	45	5	84	6	90	7	72	8	42	9	41	
	0	26	1	78	2	53	3	29	4	3	5	73	6	7	7	89	8	81	9	36	
	0	90	1	42	2	37	3	53	4	82	5	14	6	40	7	14	8	72	9	92	
	0	76	1	49	2	1	3	86	4	91	5	69	6	52	7	56	8	79	9	43	
	0	69	1	26	2	62	3	71	4	83	5	14	6	6	7	79	8	9	9	72	
	0	77	1	14	2	26	3	51	4	19	5	3	6	95	7	24	8	21	9	65	
